title,duration,day_week_n,week,module,is_pro,is_ignored
Work on Resume,35,4,9,Serverless and Containers,Professional Skills,FALSE
Interview Practice,30,4,9,Serverless and Containers,Professional Skills,FALSE
Flex Time,15,4,9,Serverless and Containers,,TRUE
Recap,20,5,9,AWS Database Services,,TRUE
AWS Database Services Overview,10,5,9,AWS Database Services,,FALSE
Introduction to Databases on AWS,30,5,9,AWS Database Services,,FALSE
Amazon Redshift,60,5,9,AWS Database Services,,FALSE
Break,15,5,9,AWS Database Services,,TRUE
Amazon Aurora,40,5,9,AWS Database Services,,FALSE
Lunch,45,5,9,AWS Database Services,,TRUE
AWS Database Migration Service,55,5,9,AWS Database Services,,FALSE
Café Lab : Migrate to Amazon RDS,75,5,9,AWS Database Services,,FALSE
Break,15,5,9,AWS Database Services,,TRUE
"AWS Database Services Knowledge
Check and Review",30,5,9,AWS Database Services,,FALSE
Exit Ticket,20,5,9,AWS Database Services,,TRUE
Flex Time,35,5,9,AWS Database Services,,TRUE
Recap,20,1,10,AWS Networking Services,,TRUE
AWS Networking Services Overview,10,1,10,AWS Networking Services,,FALSE
Amazon VPC,65,1,10,AWS Networking Services,,FALSE
Break,15,1,10,AWS Networking Services,,TRUE
VPC Connectivity Options,90,1,10,AWS Networking Services,,FALSE
Lunch,45,1,10,AWS Networking Services,,TRUE
"Securing and Troubleshooting Your
Network",75,1,10,AWS Networking Services,,FALSE
Lab : Configuring a VPC,45,1,10,AWS Networking Services,,FALSE
Break,15,1,10,AWS Networking Services,,TRUE
Exit Ticket,20,1,10,AWS Networking Services,,TRUE
Flex Time,50,1,10,AWS Networking Services,,TRUE
Recap,20,2,10,AWS Networking Services,,TRUE
"Café Activity : Troubleshoot an Amazon
VPC",95,2,10,AWS Networking Services,,FALSE
Break,15,2,10,AWS Networking Services,,TRUE
"AWS Networking Services Knowledge
Check and Review",30,2,10,AWS Networking Services,,FALSE
Work on Resume,45,2,10,AWS Networking Services,Professional Skills,FALSE
Lunch,45,2,10,AWS Networking Services,,TRUE
Interview Practice,70,2,10,AWS Networking Services,Professional Skills,FALSE
Break,15,2,10,AWS Networking Services,,TRUE
Elevator Pitch,65,2,10,AWS Networking Services,Professional Skills,FALSE
Exit Ticket,20,2,10,AWS Networking Services,,TRUE
Flex Time,30,2,10,AWS Networking Services,,TRUE
Recap,20,3,10,AWS Networking Services,,TRUE
AWS re / Start Interview Preparation,45,3,10,AWS Networking Services,Professional Skills,FALSE
Break,15,3,10,AWS Networking Services,,TRUE
Storage and Archiving Overview,10,3,10,Storage and Archiving,,FALSE
Cloud Storage Overview,40,3,10,Storage and Archiving,,FALSE
Lunch,45,3,10,Storage and Archiving,,TRUE
Amazon Elastic Block Store,105,3,10,Storage and Archiving,,FALSE
Break,15,3,10,Storage and Archiving,,TRUE
Lab : Working with EBS,45,3,10,Storage and Archiving,,FALSE
Exit Ticket,20,3,10,Storage and Archiving,,TRUE
Flex Time,40,3,10,Storage and Archiving,,TRUE
Recap,20,4,10,Storage and Archiving,,TRUE
Instance Store,60,4,10,Storage and Archiving,,FALSE
Break,15,4,10,Storage and Archiving,,TRUE
Amazon EFS,35,4,10,Storage and Archiving,,FALSE
Storage with Amazon S3,60,4,10,Storage and Archiving,,FALSE
Lunch,45,4,10,Storage and Archiving,,TRUE
Amazon S3 Glacier,60,4,10,Storage and Archiving,,FALSE
Lab : Managing Storage,45,4,10,Storage and Archiving,,FALSE
Break,15,4,10,Storage and Archiving,,TRUE
AWS Storage Gateway,40,4,10,Storage and Archiving,,FALSE
Exit Ticket,20,4,10,Storage and Archiving,,TRUE
Flex Time,35,4,10,Storage and Archiving,,TRUE
Recap,20,5,10,Storage and Archiving,,TRUE
Café Lab : Working with Amazon S3,110,5,10,Storage and Archiving,,FALSE
Break,15,5,10,Storage and Archiving,,TRUE
Challenge Lab : Amazon S3,45,5,10,Storage and Archiving,,FALSE
Lunch,45,5,10,Storage and Archiving,,TRUE
"AWS Data Transfer and Migration
Services",45,5,10,Storage and Archiving,,FALSE
Break,15,5,10,Storage and Archiving,,TRUE
"Storage and Archiving Knowledge
Check and Review",30,5,10,Storage and Archiving,,FALSE
Exit Ticket,20,5,10,Storage and Archiving,,TRUE
Work on Resume / Interview Practice,50,5,10,Storage and Archiving,Professional Skills,FALSE
Flex Time,55,5,10,Storage and Archiving,,TRUE
Recap,20,1,11,Monitoring and Security,,TRUE
Introduce Monitoring and Security,10,1,11,Monitoring and Security,,FALSE
Amazon CloudWatch,75,1,11,Monitoring and Security,,FALSE
Break,15,1,11,Monitoring and Security,,TRUE
"Deep Dive : Amazon CloudWatch -
Logs and Events",60,1,11,Monitoring and Security,,FALSE
Lunch,45,1,11,Monitoring and Security,,TRUE
"Lab : Monitoring your applications
and infrastructure",65,1,11,Monitoring and Security,,FALSE
Break,15,1,11,Monitoring and Security,,TRUE
AWS CloudTrail,75,1,11,Monitoring and Security,,FALSE
"AWS Service Integration with
Amazon Athena",30,1,11,Monitoring and Security,,FALSE
Exit Ticket,20,1,11,Monitoring and Security,,TRUE
Flex Time,20,1,11,Monitoring and Security,,TRUE
Recap,20,2,11,Monitoring and Security,,TRUE
"Café Activity : Working with AWS
CloudTrail and Knowledge Check",90,2,11,Monitoring and Security,,FALSE
Break,15,2,11,Monitoring and Security,,TRUE
Review Monitoring and Security,15,2,11,Monitoring and Security,,FALSE
"Introduce Managing Resource
Consumption",10,2,11,Managing Resource Consumption,,FALSE
Introduction to AWS Organizations,25,2,11,Managing Resource Consumption,,FALSE
Lunch,45,2,11,Managing Resource Consumption,,TRUE
Tagging,35,2,11,Managing Resource Consumption,,FALSE
Lab : Managing Resources with Tagging,30,2,11,Managing Resource Consumption,,FALSE
"Cost Management and Best Practices
and Billing Demonstration",65,2,11,Managing Resource Consumption,,FALSE
Break,15,2,11,Managing Resource Consumption,,TRUE
AWS Support Services,40,2,11,Managing Resource Consumption,,FALSE
Exit Ticket,20,2,11,Managing Resource Consumption,,TRUE
Flex Time,25,2,11,Managing Resource Consumption,,TRUE
Recap,20,3,11,Managing Resource Consumption,,TRUE
"Café Activity : Optimize Utilization and
Knowledge Check",60,3,11,Managing Resource Consumption,,FALSE
Break,15,3,11,Managing Resource Consumption,,TRUE
"Review Managing Resource
Consumption",15,3,11,Managing Resource Consumption,,FALSE
"Fact Finding exercise : Cloud
Foundations 2",75,3,11,Managing Resource Consumption,,FALSE
Lunch,45,3,11,Managing Resource Consumption,,TRUE
Networking Event,65,3,11,Managing Resource Consumption,,FALSE
"Introduce Creating Automated and
Repeatable Deployments",10,3,11,Creating Automated and Repeatable Deployments,,FALSE
Break,15,3,11,Creating Automated and Repeatable Deployments,,TRUE
"Creating Automated and Repeatable
Deployments",45,3,11,Creating Automated and Repeatable Deployments,,FALSE
AMI Building Strategy,60,3,11,Creating Automated and Repeatable Deployments,,FALSE
Exit Ticket,20,3,11,Creating Automated and Repeatable Deployments,,TRUE
Flex Time,5,3,11,Creating Automated and Repeatable Deployments,,TRUE
Recap,20,4,11,Creating Automated and Repeatable Deployments,,TRUE
Amazon EC2 Launch Templates,75,4,11,Creating Automated and Repeatable Deployments,,FALSE
"Amazon EC2 Launch Templates
Demonstration",15,4,11,Creating Automated and Repeatable Deployments,,FALSE
Break,15,4,11,Creating Automated and Repeatable Deployments,,TRUE
Infrastructure as Code,30,4,11,Creating Automated and Repeatable Deployments,,FALSE
Introduction to JSON and YAML,60,4,11,Creating Automated and Repeatable Deployments,,FALSE
Lunch,45,4,11,Creating Automated and Repeatable Deployments,,TRUE
AWS CloudFormation,95,4,11,Creating Automated and Repeatable Deployments,,FALSE
Break,15,4,11,Creating Automated and Repeatable Deployments,,TRUE
"Lab : Automate Deployments with
AWS CloudFormation",45,4,11,Creating Automated and Repeatable Deployments,,FALSE
Exit Ticket,20,4,11,Creating Automated and Repeatable Deployments,,TRUE
Flex Time,15,4,11,Creating Automated and Repeatable Deployments,,TRUE
Recap,20,5,11,Creating Automated and Repeatable Deployments,,TRUE
"Troubleshoot with AWS
CloudFormation",60,5,11,Creating Automated and Repeatable Deployments,,FALSE
Break,15,5,11,Creating Automated and Repeatable Deployments,,TRUE
"Café Activity : Troubleshoot AWS
CloudFormation Deployments",45,5,11,Creating Automated and Repeatable Deployments,,FALSE
Lunch,45,5,11,Creating Automated and Repeatable Deployments,,TRUE
"Fact Finding Exercise :
CloudFormation",60,5,11,Creating Automated and Repeatable Deployments,,FALSE
Break,15,5,11,Creating Automated and Repeatable Deployments,,TRUE
Challenge Lab : CloudFormation,90,5,11,Creating Automated and Repeatable Deployments,,FALSE
"Knowledge Check ( Creating
Automated and Repeatable .
Deployments )",15,5,11,Creating Automated and Repeatable Deployments,,FALSE
"Review Automated and Repeatable
Deployments",15,5,11,Creating Automated and Repeatable Deployments,,FALSE
Exit Ticket,20,5,11,Creating Automated and Repeatable Deployments,,TRUE
Flex Time,50,5,11,Creating Automated and Repeatable Deployments,,TRUE
Recap,20,1,12,Ending and exam preparation,,TRUE
"AWS Certified Cloud Practitioner
( CCP ) Exam Preparation",120,1,12,Ending and exam preparation,,FALSE
Break,15,1,12,Ending and exam preparation,,TRUE
"Review AWS re / Start Post - Graduate
Resources",45,1,12,Ending and exam preparation,,FALSE
Lunch,45,1,12,Ending and exam preparation,,TRUE
Company Visit,90,1,12,Ending and exam preparation,,FALSE
Break,15,1,12,Ending and exam preparation,,TRUE
Interview practice,20,1,12,Ending and exam preparation,,FALSE
Company Visit,60,1,12,Ending and exam preparation,,FALSE
Exit Ticket,20,1,12,Ending and exam preparation,,TRUE
Recap,20,2,12,Ending and exam preparation,,TRUE
"Cloud Practitioner Essentials
Knowledge Checks",75,2,12,Ending and exam preparation,,FALSE
Break,15,2,12,Ending and exam preparation,,TRUE
"Cloud Practitioner Essentials .
Knowledge Checks",80,2,12,Ending and exam preparation,,FALSE
Lunch,45,2,12,Ending and exam preparation,,TRUE
Networking Event,90,2,12,Ending and exam preparation,,FALSE
Break,15,2,12,Ending and exam preparation,,TRUE
Networking Event,90,2,12,Ending and exam preparation,,FALSE
Exit Ticket,20,2,12,Ending and exam preparation,,TRUE
Recap,20,3,12,Ending and exam preparation,,TRUE
"Review product FAQ / review AWS /
AWS whitepapers / exam blueprint",80,3,12,Ending and exam preparation,,FALSE
Break,15,3,12,Ending and exam preparation,,TRUE
"Review product FAQ / review AWS /
AWS whitepapers / exam blueprint",85,3,12,Ending and exam preparation,,FALSE
Lunch,45,3,12,Ending and exam preparation,,TRUE
Mock exam and review,80,3,12,Ending and exam preparation,,FALSE
Break,15,3,12,Ending and exam preparation,,TRUE
Mock exam and review,90,3,12,Ending and exam preparation,,FALSE
Exit Ticket,20,3,12,Ending and exam preparation,,TRUE
Recap,20,4,12,Ending and exam preparation,,TRUE
"Review product FAQ / review AWS /
AWS whitepapers / exam blueprint",80,4,12,Ending and exam preparation,,FALSE
Break,15,4,12,Ending and exam preparation,,TRUE
"Review product FAQ / review AWS /
AWS whitepapers / exam blueprint",85,4,12,Ending and exam preparation,,FALSE
Lunch,45,4,12,Ending and exam preparation,,TRUE
Mock exam and review,80,4,12,Ending and exam preparation,,FALSE
Break,15,4,12,Ending and exam preparation,,TRUE
Mock exam and review,85,4,12,Ending and exam preparation,,FALSE
Exit Ticket,20,4,12,Ending and exam preparation,,TRUE
Recap,20,5,12,Ending and exam preparation,,TRUE
Exam Day,335,5,12,Ending and exam preparation,,FALSE
